Responsibilities,Role,UNIQUE ID,Role Person,Avg_SkillScore,Cluster,NO,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,"Technical Score (29,06%)","Personal Evaluation Score (49,17%)","Discipline Score (15,06%)",Development Score (7%),Expert Judgement,Capability Score,scoring_eval,job_count,d,finalscore,finalscore_scaled
Ensure data security and integrity,Data Engineer,57ecf7ad,Data Analyst,1.0,2,27,MGT,5 tahun 1 bulan,-,61,3.4722222221,90.0,77.54010695,4.326516624,1.0,48.19519238,48.19519238,0.0,26.0134519614,26.0134519614,0.0
Ensure data security and integrity,Data Engineer,5b749bf9,Data Engineer,3.0,3,101,DATA ENGINEER,2 tahun 3 bulan,BASIC,27,34.81372549,90.0,86.63101604,10.06283501,1.2,70.83787239,70.83787239,3.0,38.9540723667,46.744886840039996,0.5752104572214889
Ensure data security and integrity,Data Engineer,5d16d190,Data Scientist,2.4545454545454546,0,99,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,62.2739437442,90.0,97.74305556,28.26078997,1.0,73.16053928,73.16053928,5.0,39.92872218203637,39.92872218203637,0.38609044635977935
Ensure data security and integrity,Data Engineer,5dc773ce,Artificial Intelligence Engineer,3.6363636363636362,0,35,DATA SCIENTIST,4 tahun 4 bulan,MIDDLE,52,72.0571603642,91.0,95.57291667,5.121161842,1.1,80.15052819,80.15052819,0.0,44.188870849790916,44.188870849790916,0.5042917226995753
Ensure data security and integrity,Data Engineer,6131e4d7,Data Engineer,4.818181818181818,1,38,DATA ENGINEER,2 tahun 3 bulan,MIDDLE,27,58.5518732492,93.5,99.30555556,10.46636816,1.2,85.46875202,85.46875202,0.0,47.562984025145454,57.075580830174545,0.861843931858745
Ensure data security and integrity,Data Engineer,64S57577,Data Scientist,3.6363636363636362,1,40,DATA SCIENTIST,3 tahun 9 bulan,MIDDLE,45,73.6180643087,84.5,89.32291667,3.982774045,1.0,69.5311892,69.5311892,9.0,38.560621185090916,38.560621185090916,0.34813137577036374
Ensure data security and integrity,Data Engineer,65054asd,Data Analyst,1.6363636363636365,2,10,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,70.5590744629,99.0,0.0,4.917061944,1.0,73.99273476,73.99273476,2.0,39.98524033189091,39.98524033189091,0.3876585882182398
Ensure data security and integrity,Data Engineer,66d21701,Data Analyst,2.6363636363636362,0,33,DATA ANALYST,4 tahun 3 bulan,JUNIOR,51,63.8499212188,81.5,83.07291667,3.823402466,1.0,64.77440963,64.77440963,0.0,35.56952801299091,35.56952801299091,0.26514107234045536
Ensure data security and integrity,Data Engineer,6de6b041,Data Scientist,3.0,3,16,DATA SCIENTIST,4 tahun 0 bulan,MIDDLE,48,59.6452497667,90.0,100.0,7.186353322,1.1,76.3103827,76.3103827,7.0,41.854502831000005,41.854502831000005,0.4395227907239403
Ensure data security and integrity,Data Engineer,6e0778a1,Data Scientist,2.090909090909091,0,92,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,54.5927141687,70.0,97.91666667,4.665283496,1.0,57.55075558,57.55075558,2.0,31.484627730127276,31.484627730127276,0.15180220442489692
Ensure data security and integrity,Data Engineer,6fb8c1a0,Data Scientist,3.0,3,75,DATA SCIENTIST,3 tahun 0 bulan,BASIC,36,61.1916404063,98.0,0.0,3.823402466,1.0,70.34689224,70.34689224,0.0,38.6938528872,38.6938528872,0.3518279972890954
Ensure data security and integrity,Data Engineer,7176fcb0,Data Engineer,4.0,3,104,DATA ENGINEER,7 tahun 0 bulan,SENIOR,84,75.0633578433,80.0,33.82352941,7.122781583,1.2,79.20577781,79.20577781,10.0,43.8590622393,52.63087468716,0.738521958840239
Ensure data security and integrity,Data Engineer,77571f19,Data Analyst,1.8181818181818181,2,54,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,77.8103933242,100.0,100.0,5.536442394,1.0,79.32087607,79.32087607,0.0,42.89460977164545,42.89460977164545,0.4683814004820294
Ensure data security and integrity,Data Engineer,7L762383,Data Analyst,3.1818181818181817,0,59,DATA ANALYST,1 tahun 10 bulan,MIDDLE,22,63.2588118579,88.5,94.96527778,2.554920958,1.0,68.65055253,68.65055253,0.0,37.88024738635454,37.88024738635454,0.3292538534886863
Ensure data security and integrity,Data Engineer,7b6d04c9,Data Analyst,2.8181818181818183,3,2,DATA ANALYST,4 tahun 5 bulan,MIDDLE,53,73.2388159429,86.0,100.0,4.742239915,1.0,70.9884555,70.9884555,4.0,38.94842686954546,38.94842686954546,0.358891358683945
Ensure data security and integrity,Data Engineer,7ba9df08,Data Analyst,3.4545454545454546,0,25,DATA ANALYST,3 tahun 1 bulan,MIDDLE,37,56.631039916,92.5,96.35416667,0.0,1.2,82.079429,82.079429,0.0,45.125733733636366,45.125733733636366,0.5302857424538865
Ensure data security and integrity,Data Engineer,7d317bd2,Data Scientist,1.2727272727272727,2,90,DATA ANALYST,4 tahun 4 bulan,JUNIOR,52,63.7458566762,86.5,86.37152778,3.794124597,1.0,67.4194445,67.4194445,6.0,36.33048740318182,36.33048740318182,0.2862545071471162
Ensure data security and integrity,Data Engineer,7dc30989,Data Scientist,3.1818181818181817,1,73,DATA SCIENTIST,3 tahun 4 bulan,JUNIOR,40,92.1873832863,90.0,0.0,8.045322081,1.0,76.69106422,76.69106422,4.0,42.141718582054544,42.141718582054544,0.44749182443783503
Ensure data security and integrity,Data Engineer,7fe7bd2c,Data Scientist,2.090909090909091,0,65,DATA SCIENTIST,2 tahun 2 bulan,JUNIOR,26,39.5228291321,89.5,99.30555556,6.121971713,1.0,63.07245784,63.07245784,5.0,34.41112992792728,34.41112992792728,0.23300037894154
Ensure data security and integrity,Data Engineer,8126543f,Data Scientist,2.272727272727273,0,85,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,63.1813433708,90.0,99.30555556,6.700326893,1.0,70.28096361,70.28096361,0.0,38.31709253148182,38.31709253148182,0.34137447597017917
Ensure data security and integrity,Data Engineer,8387045b,Data Scientist,3.6363636363636362,1,69,DATA SCIENTIST,4 tahun 4 bulan,MIDDLE,52,85.768554505,94.0,98.61111111,53.90204421,1.2,99.0,99.0,10.0,54.17909090909092,54.17909090909092,0.7814784722754069
Ensure data security and integrity,Data Engineer,859bd42e,Data Scientist,3.0,0,95,DATA SCIENTIST,3 tahun 5 bulan,JUNIOR,41,91.9510387488,95.0,100.0,9.232623263,1.0,81.52852324,81.52852324,1.0,44.6201173172,44.6201173172,0.5162570053317538
Ensure data security and integrity,Data Engineer,85e8c8f1,Data Scientist,2.6363636363636362,0,105,DATA SCIENTIST,2 tahun 9 bulan,JUNIOR,33,86.9119456117,93.0,100.0,3.409887033,1.1,86.02380765,86.02380765,0.0,46.83170896359091,46.83170896359091,0.5776194073822961
Ensure data security and integrity,Data Engineer,8K760816,Data Analyst,2.4545454545454546,0,15,DATA ANALYST,2 tahun 8 bulan,MIDDLE,32,52.4918446546,98.5,100.0,3.455357726,1.0,70.91183125,70.91183125,8.0,38.73690692613637,38.73690692613637,0.35302256648157015
Ensure data security and integrity,Data Engineer,9ab9d681,Data Scientist,3.1818181818181817,1,18,DATA SCIENTIST,3 tahun 0 bulan,MIDDLE,36,31.3339898458,92.0,100.0,52.63227356,1.0,68.97507879,68.97507879,3.0,38.052246304154544,38.052246304154544,0.3340261028157831
Ensure data security and integrity,Data Engineer,a016ffe0,Data Scientist,2.727272727272727,1,26,DATA SCIENTIST,3 tahun 1 bulan,MIDDLE,37,82.0345763308,64.0,34.49197861,6.239432544,1.2,71.75887324,71.75887324,3.0,39.31402099901818,39.31402099901818,0.36903506400885566
Ensure data security and integrity,Data Engineer,a20ce132,Data Analyst,4.363636363636363,1,22,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,84.2864145654,95.0,98.61111111,10.2440888,1.2,95.23244671,95.23244671,0.0,52.5241058472091,52.5241058472091,0.7355595708721758
Ensure data security and integrity,Data Engineer,a77b4e68,Data Scientist,1.8181818181818181,2,80,MGT,2 tahun 5 bulan,-,29,80.6774626521,90.0,100.0,29.57650728,1.0,78.85832029,78.85832029,0.0,42.64945520824545,42.64945520824545,0.4615793884973916
Ensure data security and integrity,Data Engineer,a9fcd0c5,Data Analyst,2.090909090909091,2,23,DATA ANALYST,2 tahun 1 bulan,MIDDLE,25,86.9994864617,91.5,100.0,7.075545771,1.1,85.847875,85.847875,9.0,46.48210102272728,46.48210102272728,0.5679192518122815
Ensure data security and integrity,Data Engineer,ae73e946,Data Analyst,1.2727272727272727,2,72,DATA SCIENTIST,3 tahun 5 bulan,JUNIOR,41,83.7572654062,85.0,97.91666667,10.90515878,1.0,74.34235311,74.34235311,7.0,39.99962896648183,39.99962896648183,0.3880578125425708
Ensure data security and integrity,Data Engineer,afb96c1d,Data Analyst,2.727272727272727,0,19,DATA ANALYST,2 tahun 8 bulan,JUNIOR,32,77.4700746967,84.5,100.0,6.630101873,1.0,71.7649257,71.7649257,2.0,39.317228802818185,39.317228802818185,0.3691240671242347
Ensure data security and integrity,Data Engineer,aff5a1f7,Data Engineer,4.545454545454546,3,96,DATA ENGINEER,2 tahun 7 bulan,JUNIOR,31,69.9306139125,90.0,98.61111111,7.174163182,1.2,86.72069722,86.72069722,0.0,48.09833316296364,57.717999795556366,0.8796683665381682
Ensure data security and integrity,Data Engineer,b0519d51,Data Scientist,2.1818181818181817,0,43,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,66.8638392858,92.0,99.30555556,4.723839233,1.1,79.24054742,79.24054742,0.0,43.02294467805454,43.02294467805454,0.4719421564367034
Ensure data security and integrity,Data Engineer,b7ddf289,Artificial Intelligence Engineer,2.8181818181818183,1,44,DATA SCIENTIST,1 tahun 2 bulan,JUNIOR,14,78.282819795,95.0,100.0,11.82325385,1.0,77.94660283,77.94660283,9.0,42.63624495444546,42.63624495444546,0.46121285930282374
Ensure data security and integrity,Data Engineer,be2d891b,Data Scientist,4.181818181818182,1,14,AI ENGINEER,2 tahun 3 bulan,JUNIOR,27,70.2197654063,95.0,0.0,0.33375087,1.3,92.33751534,92.33751534,3.0,50.904337675654546,50.904337675654546,0.690617790623638
Ensure data security and integrity,Data Engineer,beb45f59,Data Analyst,1.6363636363636365,2,68,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,86.1330823996,80.0,98.61111111,6.436879162,1.0,71.94756403,71.94756403,2.0,38.9012998449909,38.9012998449909,0.3575837812055794
Ensure data security and integrity,Data Engineer,c0b0190c,Data Analyst,4.454545454545454,1,17,DATA SCIENTIST,6 tahun 5 bulan,MIDDLE,77,29.2835988563,84.0,22.19251337,4.068139436,1.0,53.16264673,53.16264673,29.0,30.269839130536365,30.269839130536365,0.11809691051308549
Ensure data security and integrity,Data Engineer,c13b7f6c,Data Analyst,1.2727272727272727,2,34,DATA ANALYST,3 tahun 1 bulan,MIDDLE,37,87.4991246496,90.0,100.0,12.60600857,1.0,78.2842696,78.2842696,8.0,42.088844706181824,42.088844706181824,0.44602479591357425
Ensure data security and integrity,Data Engineer,c4acf473,Data Analyst,3.1818181818181817,3,107,DATA ANALYST,2 tahun 9 bulan,JUNIOR,33,79.9589169,86.5,93.31597222,0.0,1.0,72.02498398,72.02498398,0.0,39.66869605485454,39.66869605485454,0.3788758107891419
Ensure data security and integrity,Data Engineer,c5c364b3,Data Analyst,2.909090909090909,0,60,DATA ANALYST,1 tahun 1 bulan,JUNIOR,13,40.932846055,100.0,16.57754011,1.742317797,1.0,64.65542017,64.65542017,0.0,35.63464541737273,35.63464541737273,0.2669478074828519
Ensure data security and integrity,Data Engineer,c615b19e,Data Engineer,3.8181818181818183,3,63,DATA SCIENTIST,4 tahun 4 bulan,JUNIOR,52,71.0338060221,88.0,96.52777778,3.953496176,1.0,70.97960925,70.97960925,9.0,39.41373835704545,47.296486028454545,0.5905150236071877
Ensure data security and integrity,Data Engineer,ccc8525a,Data Scientist,3.1818181818181817,1,47,DATA SCIENTIST,1 tahun 0 bulan,BASIC,12,75.7084500467,90.0,0.0,0.0,1.0,70.11863666,70.11863666,16.0,38.65833197525455,38.65833197525455,0.3508424408082885
Ensure data security and integrity,Data Engineer,cdb6bf28,Artificial Intelligence Engineer,3.6363636363636362,1,6,AI ENGINEER,7 tahun 1 bulan,MIDDLE,85,81.6822187204,91.0,0.0,3.667866596,1.3,95.09100733,95.09100733,14.0,52.10732479399091,52.10732479399091,0.7239956428765362
Ensure data security and integrity,Data Engineer,cf9338b5,Data Scientist,2.1818181818181817,0,74,DATA SCIENTIST,1 tahun 0 bulan,BASIC,12,82.0043154762,90.0,35.29411765,3.321482848,1.0,72.67275856,72.67275856,8.0,39.54201658225455,39.54201658225455,0.37536098618672625
Ensure data security and integrity,Data Engineer,d08b974d,Data Analyst,2.4545454545454546,0,86,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,58.8772058825,93.5,97.91666667,0.871158899,1.0,69.7799626,69.7799626,0.0,38.13701654163637,38.13701654163637,0.3363781217351747
Ensure data security and integrity,Data Engineer,d8c9672c,Data Analyst,4.181818181818182,1,82,DATA ANALYST,2 tahun 4 bulan,MIDDLE,28,73.7417775442,90.5,95.05208333,9.595209262,1.0,73.7469197,73.7469197,0.0,41.05132198645455,41.05132198645455,0.41723788745858376
Ensure data security and integrity,Data Engineer,ecc200ca,Data Engineer,3.727272727272727,3,56,DATA ENGINEER,1 tahun 9 bulan,MIDDLE,21,71.0850840338,89.0,99.30555556,5.758942974,1.2,86.333236,86.333236,2.0,47.50843326181818,57.01011991418182,0.8600276657083924
Ensure data security and integrity,Data Engineer,eed0f189,Data Analyst,3.272727272727273,3,45,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,69.240079365,96.0,70.49910873,48.01347408,1.0,79.53001534,79.53001534,4.0,43.68908994838183,43.68908994838183,0.490424896669782
Ensure data security and integrity,Data Engineer,f007ee36,Artificial Intelligence Engineer,1.5454545454545454,0,70,AI ENGINEER,2 tahun 0 bulan,MIDDLE,24,40.1500350142,90.0,99.30555556,2.332863117,1.3,81.80872206,81.80872206,2.0,44.08498632816364,44.08498632816364,0.5014093624802627
Ensure data security and integrity,Data Engineer,f2f08a05,Data Engineer,3.1818181818181817,3,94,DATA ENGINEER,2 tahun 5 bulan,JUNIOR,29,59.4675711954,87.0,99.30555556,7.027424482,1.2,81.33092925,81.33092925,1.0,44.600847047954545,53.52101645754545,0.7632196634483701
Ensure data security and integrity,Data Engineer,f6f88029,Data Analyst,1.3636363636363635,2,100,MGT,4 tahun 3 bulan,-,51,4.3391106446,90.0,78.20855615,6.010278684,1.0,48.76020407,48.76020407,0.0,26.483817248009093,26.483817248009093,0.013050665964770936
Ensure data security and integrity,Data Engineer,fbc7621c,Data Scientist,2.5454545454545454,0,93,DATA SCIENTIST,8 tahun 6 bulan,MIDDLE,102,58.3732609713,75.0,100.0,12.17940809,1.0,62.37965806,62.37965806,0.0,34.257582408163636,34.257582408163636,0.22874007860220025
Ensure data security and integrity,Data Engineer,ff56a859,Data Scientist,2.6363636363636362,0,97,DATA SCIENTIST,4 tahun 3 bulan,JUNIOR,51,71.9907037817,89.5,95.83333333,11.98196147,1.0,73.15820762,73.15820762,3.0,40.012940947690915,40.012940947690915,0.3884271642465231
Financial metrics analysis,Data Analyst,006bac9a,Data Analyst,3.125,3,7,DATA ANALYST,2 tahun 5 bulan,JUNIOR,29,24.3446545288,90.0,100.0,10.68886874,1.0,59.64183706,59.64183706,2.0,33.0789236418,39.69470837016,0.26705243630515785
Financial metrics analysis,Data Analyst,00c74be4,Data Scientist,2.375,3,106,DATA SCIENTIST,5 tahun 10 bulan,MIDDLE,70,65.8296276846,90.0,70.58823529,2.714292537,1.0,67.48966658,67.48966658,9.0,36.885773287400006,36.885773287400006,0.17857840003345407
Financial metrics analysis,Data Analyst,01c8c0ef,Data Scientist,3.875,1,67,DATA SCIENTIST,2 tahun 2 bulan,SENIOR,26,77.0315563725,92.0,96.35416667,6.32783673,1.1,82.53917202,82.53917202,3.0,45.5670111706,45.5670111706,0.4520144648523116
Financial metrics analysis,Data Analyst,01d1846b,Data Analyst,3.5,0,77,DATA ANALYST,4 tahun 3 bulan,JUNIOR,51,76.130287115,84.0,91.92708333,7.89858338,1.0,70.77981892,70.77981892,2.0,39.1583040276,46.989964833120005,0.49683374697934746
Financial metrics analysis,Data Analyst,03ad7f49,Data Scientist,3.75,2,91,DATA SCIENTIST,3 tahun 4 bulan,JUNIOR,40,75.1958741829,90.0,0.0,4.519739335,1.0,70.74391915,70.74391915,2.0,39.2567771495,39.2567771495,0.2532587594989592
Financial metrics analysis,Data Analyst,0514ff91,Data Scientist,4.5,0,37,DATA SCIENTIST,3 tahun 4 bulan,MIDDLE,40,75.6379551821,90.0,100.0,11.44256681,1.0,74.661971,74.661971,4.0,41.68584463,41.68584463,0.32976796958900073
Financial metrics analysis,Data Analyst,056cd3f9,Data Engineer,3.0,3,48,DATA ENGINEER,7 tahun 7 bulan,SENIOR,91,80.4681314192,90.0,34.22459893,5.168397654,1.3,94.26532683,94.26532683,0.0,51.370623219900004,51.370623219900004,0.6348129161615327
Financial metrics analysis,Data Analyst,05eed8dc,Data Engineer,1.375,3,49,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,62.7957662233,95.0,99.21875,8.595362988,1.2,87.48866032,87.48866032,8.0,47.0152399696,47.0152399696,0.4976298470228936
Financial metrics analysis,Data Analyst,106760ca,Data Engineer,4.625,1,21,DATA ENGINEER,1 tahun 11 bulan,MIDDLE,23,71.4513888888,91.25,100.0,8.016044212,1.2,88.25251765,88.25251765,3.0,48.9475843545,48.9475843545,0.5584935915246291
Financial metrics analysis,Data Analyst,123117c9,Data Analyst,2.75,2,32,DATA ANALYST,4 tahun 2 bulan,MIDDLE,50,70.4449813258,95.0,100.0,3.648580437,1.0,74.43733436,74.43733436,2.0,40.744287210799996,48.89314465296,0.5567788847098534
Financial metrics analysis,Data Analyst,14d4dbd6,Data Analyst,1.625,2,108,DATA ANALYST,4 tahun 2 bulan,JUNIOR,50,79.6974498133,80.5,98.4375,3.111615146,1.0,69.81056917,69.81056917,9.0,37.7633516601,45.31602199212,0.44410896863172067
Financial metrics analysis,Data Analyst,1551c5ff,Data Analyst,3.0,2,66,DATA ANALYST,2 tahun 5 bulan,JUNIOR,29,79.0374358075,90.0,100.0,15.2788331,1.0,76.22782609,76.22782609,2.0,41.8107478277,50.17289739324,0.597087716002278
Financial metrics analysis,Data Analyst,1667415a,Data Analyst,3.375,0,50,DATA ANALYST,4 tahun 1 bulan,JUNIOR,49,73.4773576096,90.0,100.0,10.26693491,1.0,73.85696587,73.85696587,1.0,40.7304419111,48.87653029332,0.5562555762623062
Financial metrics analysis,Data Analyst,1672e04a,Data Analyst,3.5,3,41,DATA ANALYST,4 tahun 3 bulan,JUNIOR,51,69.8277310925,86.0,100.0,7.456011595,1.0,70.40596081,70.40596081,4.0,38.960159229300004,46.752191075160006,0.48934450160115167
Financial metrics analysis,Data Analyst,17466c54,Data Analyst,3.25,2,11,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,49.8728816529,90.0,100.0,7.676082801,1.0,66.60685575,66.60685575,0.0,36.82913354749999,44.19496025699999,0.40879848487416437
Financial metrics analysis,Data Analyst,1893af41,Data Analyst,3.0,2,103,DATA SCIENTIST,1 tahun 1 bulan,JUNIOR,13,37.5269607842,98.0,29.01069519,0.0,1.0,62.25313576,62.25313576,3.0,34.404161952799996,41.28499434335999,0.3171422442679072
Financial metrics analysis,Data Analyst,1dbecdbe,Data Scientist,3.125,0,4,DATA SCIENTIST,2 tahun 3 bulan,JUNIOR,27,85.3527602713,90.0,99.30555556,6.414697312,1.0,76.68127695,76.68127695,5.0,42.1098267835,42.1098267835,0.3431222876213193
Financial metrics analysis,Data Analyst,29e9efd9,Data Engineer,2.125,3,61,DATA ENGINEER,3 tahun 1 bulan,MIDDLE,37,72.8804563492,94.0,99.30555556,9.72908414,1.2,90.62742563,90.62742563,0.0,49.03128558390001,49.03128558390001,0.5611299591827403
Financial metrics analysis,Data Analyst,2d801262,Data Analyst,3.5,0,9,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,80.3460259104,90.0,95.74652778,10.27336667,1.1,83.12594823,83.12594823,9.0,45.70175256190001,54.84210307428001,0.7441553628552887
Financial metrics analysis,Data Analyst,31e8a51f,Data Scientist,2.75,0,98,DATA SCIENTIST,2 tahun 9 bulan,JUNIOR,33,52.8933765175,90.0,65.10695187,6.407601293,1.0,64.07121964,64.07121964,0.0,35.250246409199995,35.250246409199995,0.12706362305148347
Financial metrics analysis,Data Analyst,3350383a,Artificial Intelligence Engineer,4.625,1,30,AI ENGINEER,3 tahun 9 bulan,MIDDLE,45,54.1797239725,95.5,96.44097222,11.49637749,1.3,92.17002068,92.17002068,0.0,51.0238609604,51.0238609604,0.6238908208404418
Financial metrics analysis,Data Analyst,365fc87a,Data Analyst,3.25,0,110,DATA ANALYST,2 tahun 5 bulan,BASIC,29,80.8585434175,90.0,8.155080214,6.607477284,1.0,72.88466719,72.88466719,3.0,40.1563736107,48.18764833284,0.5345576139517839
Financial metrics analysis,Data Analyst,36cf70f2,Artificial Intelligence Engineer,3.75,1,58,AI ENGINEER,2 tahun 5 bulan,MIDDLE,29,43.5532358775,89.5,100.0,11.83988942,1.3,84.69716654,84.69716654,4.0,46.6519982662,46.6519982662,0.48618869274373183
Financial metrics analysis,Data Analyst,3951d86b,Data Scientist,4.125,1,78,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,55.4426062092,95.0,100.0,4.279280813,1.0,70.17243405,70.17243405,0.0,39.1301400465,39.1301400465,0.24927002522278055
Financial metrics analysis,Data Analyst,39c4596a,Data Scientist,4.0,0,42,DATA SCIENTIST,3 tahun 5 bulan,JUNIOR,41,60.7098506071,80.0,97.91666667,4.694561364,1.0,64.25018915,64.25018915,0.0,35.932600249500005,35.932600249500005,0.14855596681811858
Financial metrics analysis,Data Analyst,3cac7e99,Data Scientist,3.875,0,88,DATA SCIENTIST,10 tahun 2 bulan,SENIOR,122,88.3660831,98.0,34.22459893,51.7318368,1.0,87.21080158,87.21080158,0.0,48.042974837399996,48.042974837399996,0.5300007809506679
Financial metrics analysis,Data Analyst,42e7a026,Data Analyst,3.625,0,64,DATA ANALYST,2 tahun 6 bulan,JUNIOR,30,73.5210696779,89.0,99.21875,4.472503523,1.0,72.45268383,72.45268383,2.0,40.1036724299,48.12440691588,0.5325656763479804
Financial metrics analysis,Data Analyst,46fd6e1c,Data Analyst,2.625,2,5,DATA SCIENTIST,1 tahun 2 bulan,JUNIOR,14,67.4580357142,90.0,100.0,11.7055718,1.0,72.32438573,72.32438573,0.0,39.565674436900004,47.47880932428,0.5122310573364154
Financial metrics analysis,Data Analyst,47d42365,Data Engineer,2.75,3,53,DATA ENGINEER,4 tahun 4 bulan,JUNIOR,52,71.9768703312,91.5,97.82986111,3.794124597,1.2,87.64556985,87.64556985,3.0,47.7446520205,47.7446520205,0.5206044001353616
Financial metrics analysis,Data Analyst,4cba2f2d,Artificial Intelligence Engineer,2.75,0,36,AI ENGINEER,1 tahun 7 bulan,JUNIOR,19,66.0502450979,95.0,100.0,5.817498712,1.2,84.80862745,84.80862745,5.0,46.2410725485,46.2410725485,0.4732456179550318
Financial metrics analysis,Data Analyst,4d57b04b,Data Scientist,3.0,0,20,DATA SCIENTIST,3 tahun 11 bulan,MIDDLE,47,60.9976657327,96.5,91.31944444,1.268481508,1.1,78.63807432,78.63807432,0.0,43.0881793896,43.0881793896,0.3739378107317918
Financial metrics analysis,Data Analyst,516J6855,Data Scientist,3.75,0,46,DATA SCIENTIST,2 tahun 5 bulan,JUNIOR,29,54.7360673438,80.0,96.96180556,11.10881594,1.0,63.41641108,63.41641108,1.0,35.373197872400006,35.373197872400006,0.13093626940831143
Financial metrics analysis,Data Analyst,528f3560,Data Analyst,2.0,2,55,DATA SCIENTIST,7 tahun 0 bulan,SENIOR,84,32.3536327033,90.0,94.11764706,44.61622935,1.0,64.269703,64.269703,0.0,35.00294259,42.003531108000004,0.3397742545865113
Financial metrics analysis,Data Analyst,528f3560,Data Analyst,2.0,2,55,DATA SCIENTIST,7 tahun 0 bulan,SENIOR,84,32.3536327033,90.0,94.11764706,44.61622935,1.0,64.269703,64.269703,0.0,35.00294259,42.003531108000004,0.3397742545865113
Financial metrics analysis,Data Analyst,5312eea4,Data Analyst,2.5,3,84,DATA ANALYST,2 tahun 2 bulan,MIDDLE,26,49.7969187675,86.0,92.79513889,46.9198146,1.0,70.0469465,70.0469465,2.0,38.299881645,45.959857973999995,0.46438810158979116
Financial metrics analysis,Data Analyst,544a3d1a,Data Scientist,3.375,0,62,DATA SCIENTIST,4 tahun 2 bulan,MIDDLE,50,59.509354575,90.5,100.0,7.234474611,1.0,69.58669591,69.58669591,15.0,38.46719883230001,38.46719883230001,0.2283891279065255
Financial metrics analysis,Data Analyst,54b0fc4f,Data Analyst,3.5,1,89,DATA ANALYST,2 tahun 2 bulan,MIDDLE,26,71.3084967321,88.5,98.61111111,6.180876807,1.0,71.78045298,71.78045298,3.0,39.68864007940001,47.62636809528001,0.5168787688972091
Financial metrics analysis,Data Analyst,557e30ab,Data Analyst,2.625,2,29,DATA ANALYST,3 tahun 5 bulan,MIDDLE,41,53.7861081933,85.0,100.0,4.549017204,1.0,64.81437318,64.81437318,2.0,35.5853677854,42.70244134248,0.36178808104179916
Financial metrics analysis,Data Analyst,55b2e646,Data Scientist,3.0,1,57,AI ENGINEER,3 tahun 0 bulan,JUNIOR,36,50.15589986,90.0,100.0,0.871158899,1.3,85.36316737,85.36316737,0.0,46.6524787061,46.6524787061,0.48620382533166506
Financial metrics analysis,Data Analyst,57635c17,Data Analyst,2.375,2,12,DATA ANALYST,3 tahun 3 bulan,MIDDLE,39,67.5095967558,90.0,99.21875,6.039999292,1.0,71.43352597,71.43352597,4.0,38.976018764100004,46.771222516920005,0.4899439417515885
Financial metrics analysis,Data Analyst,57ecf7ad,Data Analyst,1.0,2,27,MGT,5 tahun 1 bulan,-,61,3.4722222221,90.0,77.54010695,4.326516624,1.0,48.19519238,48.19519238,0.0,26.0134519614,31.21614235368,0.0
Financial metrics analysis,Data Analyst,5b749bf9,Data Engineer,1.5,3,101,DATA ENGINEER,2 tahun 3 bulan,BASIC,27,34.81372549,90.0,86.63101604,10.06283501,1.2,70.83787239,70.83787239,3.0,38.2490723667,38.2490723667,0.22151872034610892
Financial metrics analysis,Data Analyst,5d16d190,Data Scientist,4.125,0,99,DATA SCIENTIST,3 tahun 1 bulan,JUNIOR,37,62.2739437442,90.0,97.74305556,28.26078997,1.0,73.16053928,73.16053928,5.0,40.7138358184,40.7138358184,0.2991522592503286
Financial metrics analysis,Data Analyst,5dc773ce,Artificial Intelligence Engineer,3.375,0,35,DATA SCIENTIST,4 tahun 4 bulan,MIDDLE,52,72.0571603642,91.0,95.57291667,5.121161842,1.1,80.15052819,80.15052819,0.0,44.066029940700005,44.066029940700005,0.4047375204357698
Financial metrics analysis,Data Analyst,6131e4d7,Data Engineer,3.5,1,38,DATA ENGINEER,2 tahun 3 bulan,MIDDLE,27,58.5518732492,93.5,99.30555556,10.46636816,1.2,85.46875202,85.46875202,0.0,46.9434385706,46.9434385706,0.49536829259307624
Financial metrics analysis,Data Analyst,64S57577,Data Scientist,5.0,1,40,DATA SCIENTIST,3 tahun 9 bulan,MIDDLE,45,73.6180643087,84.5,89.32291667,3.982774045,1.0,69.5311892,69.5311892,9.0,39.20153027600001,39.20153027600001,0.2515186288993107
Financial metrics analysis,Data Analyst,65054asd,Data Analyst,2.875,2,10,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,70.5590744629,99.0,0.0,4.917061944,1.0,73.99273476,73.99273476,2.0,40.5673994228,48.68087930736,0.550093086949306
