Responsibilities,Role,UNIQUE ID,Avg_SkillScore,Cluster,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,Technical Score,Personal Evaluation Score ,Discipline Score ,Development Score,Expert Judgement,Capability Score,scoring_eval,job_count,d,finalscore,finalscore_scaled
Optimize business processes with AI,Data Scientist,001ABDF5,3.5,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165,8.0,47.513666999745006,47.513666999745006,0.6428456380079574
Optimize business processes with AI,Data Scientist,001AE6FC,3.0,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886,2.0,39.630930436958,39.630930436958,0.2569187373155112
Optimize business processes with AI,Data Scientist,001F9B47,3.0,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422,1.0,44.406117681366,44.406117681366,0.49070470729963533
Optimize business processes with AI,Data Scientist,002018BB,3.0,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385,18.0,47.213359722405,47.213359722405,0.6281430463538937
Optimize business processes with AI,Data Scientist,0020C6B5,4.5,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698,3.0,40.62447441994,40.62447441994,0.3055611531821026
Optimize business processes with AI,Data Scientist,002201AD,2.75,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,43.695307991622,43.695307991622,0.4559045362727259
Optimize business processes with AI,Data Scientist,00270615,3.5,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,41.43839243077701,41.43839243077701,0.3454093521975255
Optimize business processes with AI,Data Scientist,00277DF9,3.0,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Optimize business processes with AI,Data Scientist,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.058359106041,46.058359106041,0.5715959570758491
Optimize business processes with AI,Data Scientist,002DF96D,4.0,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.643211869224004,43.643211869224004,0.4533539886431036
Optimize business processes with AI,Data Scientist,002E9001,3.75,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Optimize business processes with AI,Data Scientist,002EC9F6,1.75,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,52.071938554704,52.071938554704,0.8660117427874245
Optimize business processes with AI,Data Scientist,00302AE1,3.0,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,49.111196873136,49.111196873136,0.7210582926984503
Optimize business processes with AI,Data Scientist,00306ABB,3.5,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,51.30429212058,51.30429212058,0.8284289304240569
Optimize business processes with AI,Data Scientist,0031857D,4.25,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,39.112484968674,39.112484968674,0.231536428626237
Optimize business processes with AI,Data Scientist,0037569D,3.0,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.74726023541999,53.74726023541999,0.9480329671112007
Optimize business processes with AI,Data Scientist,00392144,3.0,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,42.44191506737899,42.44191506737899,0.39454030790481454
Optimize business processes with AI,Data Scientist,003A7A13,2.75,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.841578771472,40.841578771472,0.3161902549979782
Optimize business processes with AI,Data Scientist,003B384C,4.5,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.706012652880005,49.706012652880005,0.7501795767260372
Optimize business processes with AI,Data Scientist,003C6A0D,3.0,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,40.486025706806004,40.486025706806004,0.29878291286681674
Optimize business processes with AI,Data Scientist,003CFD5B,2.75,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.804030568788,48.804030568788,0.7060198934204889
Optimize business processes with AI,Data Scientist,003D5583,3.25,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,46.198102495719,46.198102495719,0.5784375828033006
Optimize business processes with AI,Data Scientist,0042FA00,3.0,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.869494415208,43.869494415208,0.46443244102532105
Optimize business processes with AI,Data Scientist,00430780,2.25,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,40.321789802556,40.321789802556,0.2907421705427809
Optimize business processes with AI,Data Scientist,00434E84,3.5,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,42.18225323221,42.18225323221,0.38182765583574024
Optimize business processes with AI,Data Scientist,00456E77,3.25,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,37.251882711831,37.251882711831,0.1404441465633545
Optimize business processes with AI,Data Scientist,0045D05E,2.5,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,42.553250553415005,42.553250553415005,0.39999112548836874
Optimize business processes with AI,Data Scientist,00464297,1.5,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Optimize business processes with AI,Data Scientist,005139FE,3.0,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,39.300384732228004,39.300384732228004,0.24073571783394337
Optimize business processes with AI,Data Scientist,0052D29A,3.0,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,42.64464928354899,42.64464928354899,0.4044658695530574
Optimize business processes with AI,Data Scientist,00563DC3,3.5,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,42.791263657589006,42.791263657589006,0.41164388831843657
Optimize business processes with AI,Data Scientist,00630639,3.25,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.292056265189004,41.292056265189004,0.33824495409862115
Optimize business processes with AI,Data Scientist,0073D075,4.0,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.95532771225001,42.95532771225001,0.4196762171456188
Optimize business processes with AI,Data Scientist,0084C542,3.0,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,37.245939850818004,37.245939850818004,0.14015319304566126
Optimize business processes with AI,Data Scientist,00897237,3.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155,8.0,51.799408582215,51.799408582215,0.8526690861109353
Optimize business processes with AI,Data Scientist,0097B743,3.25,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827,5.0,42.508461878831,42.508461878831,0.39779833948941407
Optimize business processes with AI,Data Scientist,009C501C,3.5,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212,9.0,47.947655223236005,47.947655223236005,0.6640930472921369
Optimize business processes with AI,Data Scientist,017F0DF6,3.75,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675,9.0,52.729124613775,52.729124613775,0.898186581681937
Optimize database performance,Data Engineer,0000ECE6,1.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,,9.0,,,
Optimize database performance,Data Engineer,0001741A,5.0,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463,3.0,43.784746587539004,43.784746587539004,0.4664222581888943
Optimize database performance,Data Engineer,00017D8B,5.0,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844,0.0,52.824363219732,52.824363219732,0.9039543490999739
Optimize database performance,Data Engineer,00049B4B,2.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707,8.0,34.148245653471,34.148245653471,0.0
Optimize database performance,Data Engineer,0004E1C5,1.0,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646,3.0,50.53506810238,50.53506810238,0.7931487563229106
Optimize database performance,Data Engineer,00050DC9,2.0,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974,9.0,43.634182699622,43.634182699622,0.45913472207133155
Optimize database performance,Data Engineer,00055602,2.0,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708,1.0,42.047967203524,42.047967203524,0.3823593220868142
Optimize database performance,Data Engineer,0006B570,4.0,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852,4.0,39.54362197315601,39.54362197315601,0.26114495541734234
Optimize database performance,Data Engineer,0006F238,3.0,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512,7.0,51.770844071359996,51.770844071359996,0.8529623154156607
Optimize database performance,Data Engineer,0008CEE3,4.0,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819,21.0,54.80871106840701,54.80871106840701,1.0
Optimize database performance,Data Engineer,0008DB3D,3.0,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046,26.0,54.303873226438,54.303873226438,0.9755650305145572
Optimize database performance,Data Engineer,0008EF5A,3.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307,2.0,36.644766458271,36.644766458271,0.12083565179491056
Optimize database performance,Data Engineer,00093BBA,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Optimize database performance,Data Engineer,000BC56E,3.0,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824,2.0,39.976930015671996,39.976930015671996,0.28211776671726296
Optimize database performance,Data Engineer,000BE0C5,3.0,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655,0.0,41.365771633715,41.365771633715,0.3493399512203754
Optimize database performance,Data Engineer,000BF13A,1.0,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517,2.0,38.274016782401,38.274016782401,0.1996940071808531
Optimize database performance,Data Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,,9.0,,,
Optimize database performance,Data Engineer,000C72E4,4.0,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114,3.0,48.46379472504201,48.46379472504201,0.6928957689995653
Optimize database performance,Data Engineer,000CEE2B,2.0,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896,4.0,40.223320419488,40.223320419488,0.2940434614616746
Optimize database performance,Data Engineer,000FCFC2,4.0,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287,16.0,45.319800867211,45.319800867211,0.5407213724074087
Optimize database performance,Data Engineer,00101A0D,2.0,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956,2.0,40.109138918668,40.109138918668,0.288516891826053
Optimize database performance,Data Engineer,00103C57,4.0,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418,15.0,38.853891610154,38.853891610154,0.22776088835255193
Optimize database performance,Data Engineer,00104933,1.0,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571,1.0,37.306262172263004,37.306262172263004,0.15285311610206942
Optimize database performance,Data Engineer,001356B3,2.0,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868,7.0,44.783405544004005,44.783405544004005,0.5147589697008742
Optimize database performance,Data Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358,1.0,42.314889148974,42.314889148974,0.395278776711347
Optimize database performance,Data Engineer,0013D24E,2.0,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578,0.0,42.364231287634006,42.364231287634006,0.3976670161662209
Optimize database performance,Data Engineer,0014B046,3.0,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006,6.0,37.133048181317996,37.133048181317996,0.14446927830043949
Optimize database performance,Data Engineer,0014CA34,1.0,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716,1.0,43.901018577948,43.901018577948,0.4720500109076177
Optimize database performance,Data Engineer,0014EEF4,5.0,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373,8.0,51.618966087690005,51.618966087690005,0.8456111749345662
Optimize database performance,Data Engineer,0014F3E9,4.0,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377,2.0,34.6392648981,34.6392648981,0.02376612698540809
Optimize database performance,Data Engineer,001ABDF5,5.0,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165,8.0,48.218666999745004,48.218666999745004,0.6810311899412546
Optimize database performance,Data Engineer,001AE6FC,3.0,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886,2.0,39.630930436958,39.630930436958,0.2653708265218179
Optimize database performance,Data Engineer,001F9B47,4.0,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422,1.0,44.876117681366004,44.876117681366004,0.5192463873606418
Optimize database performance,Data Engineer,002018BB,1.0,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385,18.0,46.273359722405004,46.273359722405004,0.5868751659470571
Optimize database performance,Data Engineer,0020C6B5,4.0,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698,3.0,40.38947441994,40.38947441994,0.30208558428490423
Optimize database performance,Data Engineer,002201AD,1.0,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,42.872807991622004,42.872807991622004,0.42228295263105653
Optimize database performance,Data Engineer,00270615,1.0,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,40.263392430777,40.263392430777,0.29598301173240743
Optimize database performance,Data Engineer,00277DF9,1.0,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Optimize database performance,Data Engineer,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.058359106041,46.058359106041,0.5764687877727992
Optimize database performance,Data Engineer,002DF96D,4.0,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.643211869224004,43.643211869224004,0.4595717485090552
Optimize database performance,Data Engineer,002E9001,3.0,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Optimize database performance,Data Engineer,002EC9F6,1.0,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,51.719438554704,51.719438554704,0.8504742051227128
Optimize database performance,Data Engineer,00302AE1,3.0,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,49.111196873136,49.111196873136,0.7242310818829804
Optimize database performance,Data Engineer,00306ABB,4.0,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,51.53929212058,51.53929212058,0.841754825839332
Optimize database performance,Data Engineer,0031857D,3.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.524984968674,38.524984968674,0.21184127401306915
Optimize database performance,Data Engineer,0037569D,3.0,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.74726023541999,53.74726023541999,0.9486240599294699
Optimize database performance,Data Engineer,00392144,2.0,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,41.971915067378994,41.971915067378994,0.37867827547834676
Optimize database performance,Data Engineer,003A7A13,2.0,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.489078771472,40.489078771472,0.30690659627720884
Optimize database performance,Data Engineer,003B384C,4.0,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.471012652880006,49.471012652880006,0.7416467485931737
Optimize database performance,Data Engineer,003C6A0D,1.0,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,39.546025706806006,39.546025706806006,0.26126130002051184
Optimize database performance,Data Engineer,003CFD5B,3.0,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.921530568788,48.921530568788,0.7150509254567419
Optimize database performance,Data Engineer,003D5583,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,45.610602495719,45.610602495719,0.5547966423816161
Optimize database performance,Data Engineer,0042FA00,3.0,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.869494415208,43.869494415208,0.4705241903558111
Optimize database performance,Data Engineer,00430780,2.0,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,40.204289802556,40.204289802556,0.2931223487689159
Optimize database performance,Data Engineer,00434E84,4.0,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,42.41725323221,42.41725323221,0.40023336418942007
Optimize database performance,Data Engineer,00456E77,2.0,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,36.664382711831,36.664382711831,0.12178511024930826
Optimize database performance,Data Engineer,0045D05E,1.0,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,41.848250553415006,41.848250553415006,0.3726927126422556
Optimize database performance,Data Engineer,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Optimize database performance,Data Engineer,005139FE,2.0,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,38.830384732228005,38.830384732228005,0.22662311737528235
Optimize database performance,Data Engineer,0052D29A,4.0,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,43.114649283549,43.114649283549,0.4339884629896064
Optimize database performance,Data Engineer,00563DC3,3.0,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,42.556263657589,42.556263657589,0.40696169400131793
Optimize database performance,Data Engineer,00630639,3.0,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.174556265189,41.174556265189,0.3400848175781407
Optimize database performance,Data Engineer,0073D075,2.0,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.015327712250006,42.015327712250006,0.38077951782691594
Optimize database performance,Data Engineer,0084C542,2.0,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,36.775939850818006,36.775939850818006,0.12718465652024344
Optimize database performance,Data Engineer,00897237,2.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155,8.0,51.329408582215,51.329408582215,0.8315961225308737
Optimize database performance,Data Engineer,0097B743,1.0,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827,5.0,41.450961878831,41.450961878831,0.3534632971085284
Optimize database performance,Data Engineer,009C501C,2.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212,9.0,47.242655223236,47.242655223236,0.6337906386319205
Optimize database performance,Data Engineer,017F0DF6,2.0,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675,9.0,51.906624613774994,51.906624613774994,0.859534313659071
Perform machine learning analysis,Data Scientist,0000ECE6,1.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,,9.0,,,
Perform machine learning analysis,Data Scientist,0001741A,5.0,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463,3.0,43.784746587539004,43.784746587539004,0.45680086552232746
Perform machine learning analysis,Data Scientist,00017D8B,4.0,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844,0.0,52.354363219732,52.354363219732,0.8630280138994885
Perform machine learning analysis,Data Scientist,00049B4B,2.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707,8.0,34.148245653471,34.148245653471,0.0
Perform machine learning analysis,Data Scientist,0004E1C5,3.0,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646,3.0,51.47506810238,51.47506810238,0.8213466221366393
Perform machine learning analysis,Data Scientist,00050DC9,1.5,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974,9.0,43.399182699622,43.399182699622,0.4385239080540849
Perform machine learning analysis,Data Scientist,00055602,4.0,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708,1.0,42.98796720352401,42.98796720352401,0.4190309825805168
Perform machine learning analysis,Data Scientist,0006B570,3.5,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852,4.0,39.30862197315601,39.30862197315601,0.24461828887696957
