Responsibilities,Role,UNIQUE ID,Avg_SkillScore,Cluster,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,Technical Score,Personal Evaluation Score ,Discipline Score ,Development Score,Expert Judgement,Capability Score,scoring_eval
Ensure data security and integrity,Data Engineer,0084C542,2.3333333333333335,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506
Ensure data security and integrity,Data Engineer,00897237,1.6666666666666667,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155
Ensure data security and integrity,Data Engineer,0097B743,2.3333333333333335,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827
Ensure data security and integrity,Data Engineer,009C501C,3.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212
Ensure data security and integrity,Data Engineer,017F0DF6,3.0,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675
Integrate AI solutions into business applications,AI Engineer,0000ECE6,2.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,
Integrate AI solutions into business applications,AI Engineer,0001741A,4.666666666666667,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463
Integrate AI solutions into business applications,AI Engineer,00017D8B,4.0,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844
Integrate AI solutions into business applications,AI Engineer,00049B4B,1.3333333333333333,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707
Integrate AI solutions into business applications,AI Engineer,0004E1C5,2.6666666666666665,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646
Integrate AI solutions into business applications,AI Engineer,00050DC9,1.6666666666666667,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974
Integrate AI solutions into business applications,AI Engineer,00055602,1.3333333333333333,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708
Integrate AI solutions into business applications,AI Engineer,0006B570,2.6666666666666665,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852
Integrate AI solutions into business applications,AI Engineer,0006F238,3.3333333333333335,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512
Integrate AI solutions into business applications,AI Engineer,0008CEE3,4.0,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819
Integrate AI solutions into business applications,AI Engineer,0008DB3D,3.3333333333333335,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046
Integrate AI solutions into business applications,AI Engineer,0008EF5A,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307
Integrate AI solutions into business applications,AI Engineer,00093BBA,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Integrate AI solutions into business applications,AI Engineer,000BC56E,2.3333333333333335,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824
Integrate AI solutions into business applications,AI Engineer,000BE0C5,3.3333333333333335,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655
Integrate AI solutions into business applications,AI Engineer,000BF13A,1.0,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517
Integrate AI solutions into business applications,AI Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,
Integrate AI solutions into business applications,AI Engineer,000C72E4,3.3333333333333335,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114
Integrate AI solutions into business applications,AI Engineer,000CEE2B,1.3333333333333333,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896
Integrate AI solutions into business applications,AI Engineer,000FCFC2,4.666666666666667,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287
Integrate AI solutions into business applications,AI Engineer,00101A0D,1.3333333333333333,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956
Integrate AI solutions into business applications,AI Engineer,00103C57,3.6666666666666665,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418
Integrate AI solutions into business applications,AI Engineer,00104933,1.0,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571
Integrate AI solutions into business applications,AI Engineer,001356B3,2.3333333333333335,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868
Integrate AI solutions into business applications,AI Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358
Integrate AI solutions into business applications,AI Engineer,0013D24E,2.3333333333333335,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578
Integrate AI solutions into business applications,AI Engineer,0014B046,2.3333333333333335,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006
Integrate AI solutions into business applications,AI Engineer,0014CA34,1.3333333333333333,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716
Integrate AI solutions into business applications,AI Engineer,0014EEF4,4.333333333333333,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373
Integrate AI solutions into business applications,AI Engineer,0014F3E9,3.3333333333333335,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377
Integrate AI solutions into business applications,AI Engineer,001ABDF5,3.3333333333333335,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165
Integrate AI solutions into business applications,AI Engineer,001AE6FC,1.6666666666666667,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886
Integrate AI solutions into business applications,AI Engineer,001F9B47,3.0,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422
Integrate AI solutions into business applications,AI Engineer,002018BB,1.0,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385
Integrate AI solutions into business applications,AI Engineer,0020C6B5,3.6666666666666665,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698
Integrate AI solutions into business applications,AI Engineer,002201AD,1.0,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974
Integrate AI solutions into business applications,AI Engineer,00270615,1.0,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109
Integrate AI solutions into business applications,AI Engineer,00277DF9,1.6666666666666667,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,
Integrate AI solutions into business applications,AI Engineer,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397
Integrate AI solutions into business applications,AI Engineer,002DF96D,3.6666666666666665,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608
Integrate AI solutions into business applications,AI Engineer,002E9001,2.3333333333333335,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,
Integrate AI solutions into business applications,AI Engineer,002EC9F6,1.0,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768
Integrate AI solutions into business applications,AI Engineer,00302AE1,2.3333333333333335,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512
Integrate AI solutions into business applications,AI Engineer,00306ABB,2.6666666666666665,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586
Integrate AI solutions into business applications,AI Engineer,0031857D,3.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258
Integrate AI solutions into business applications,AI Engineer,0037569D,3.3333333333333335,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614
Integrate AI solutions into business applications,AI Engineer,00392144,2.0,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743
Integrate AI solutions into business applications,AI Engineer,003A7A13,2.0,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424
Integrate AI solutions into business applications,AI Engineer,003B384C,3.3333333333333335,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496
Integrate AI solutions into business applications,AI Engineer,003C6A0D,1.0,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902
Integrate AI solutions into business applications,AI Engineer,003CFD5B,3.0,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996
Integrate AI solutions into business applications,AI Engineer,003D5583,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523
Integrate AI solutions into business applications,AI Engineer,0042FA00,2.6666666666666665,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136
Integrate AI solutions into business applications,AI Engineer,00430780,2.0,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652
Integrate AI solutions into business applications,AI Engineer,00434E84,3.3333333333333335,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457
Integrate AI solutions into business applications,AI Engineer,00456E77,2.3333333333333335,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827
Integrate AI solutions into business applications,AI Engineer,0045D05E,2.0,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555
Integrate AI solutions into business applications,AI Engineer,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Integrate AI solutions into business applications,AI Engineer,005139FE,2.0,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476
Integrate AI solutions into business applications,AI Engineer,0052D29A,2.6666666666666665,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633
Integrate AI solutions into business applications,AI Engineer,00563DC3,1.6666666666666667,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313
Integrate AI solutions into business applications,AI Engineer,00630639,2.6666666666666665,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513
Integrate AI solutions into business applications,AI Engineer,0073D075,2.6666666666666665,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325
Integrate AI solutions into business applications,AI Engineer,0084C542,2.3333333333333335,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506
Integrate AI solutions into business applications,AI Engineer,00897237,1.3333333333333333,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155
Integrate AI solutions into business applications,AI Engineer,0097B743,2.0,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827
Integrate AI solutions into business applications,AI Engineer,009C501C,2.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212
Integrate AI solutions into business applications,AI Engineer,017F0DF6,3.3333333333333335,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675
Maintain data lakes and warehouses,Data Engineer,0000ECE6,1.75,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,
Maintain data lakes and warehouses,Data Engineer,0001741A,4.5,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463
Maintain data lakes and warehouses,Data Engineer,00017D8B,4.75,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844
Maintain data lakes and warehouses,Data Engineer,00049B4B,1.5,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707
Maintain data lakes and warehouses,Data Engineer,0004E1C5,2.25,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646
Maintain data lakes and warehouses,Data Engineer,00050DC9,2.0,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974
Maintain data lakes and warehouses,Data Engineer,00055602,2.0,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708
Maintain data lakes and warehouses,Data Engineer,0006B570,3.75,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852
Maintain data lakes and warehouses,Data Engineer,0006F238,3.25,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512
Maintain data lakes and warehouses,Data Engineer,0008CEE3,4.25,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819
Maintain data lakes and warehouses,Data Engineer,0008DB3D,3.25,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046
Maintain data lakes and warehouses,Data Engineer,0008EF5A,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307
Maintain data lakes and warehouses,Data Engineer,00093BBA,1.25,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Maintain data lakes and warehouses,Data Engineer,000BC56E,3.25,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824
Maintain data lakes and warehouses,Data Engineer,000BE0C5,3.75,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655
Maintain data lakes and warehouses,Data Engineer,000BF13A,1.5,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517
Maintain data lakes and warehouses,Data Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,
Maintain data lakes and warehouses,Data Engineer,000C72E4,4.0,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114
Maintain data lakes and warehouses,Data Engineer,000CEE2B,2.25,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896
Maintain data lakes and warehouses,Data Engineer,000FCFC2,4.75,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287
Maintain data lakes and warehouses,Data Engineer,00101A0D,1.75,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956
Maintain data lakes and warehouses,Data Engineer,00103C57,3.5,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418
Maintain data lakes and warehouses,Data Engineer,00104933,1.0,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571
Maintain data lakes and warehouses,Data Engineer,001356B3,2.5,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868
Maintain data lakes and warehouses,Data Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358
Maintain data lakes and warehouses,Data Engineer,0013D24E,2.75,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578
Maintain data lakes and warehouses,Data Engineer,0014B046,2.5,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006
Maintain data lakes and warehouses,Data Engineer,0014CA34,1.75,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716
Maintain data lakes and warehouses,Data Engineer,0014EEF4,4.25,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373
Maintain data lakes and warehouses,Data Engineer,0014F3E9,3.75,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377
Maintain data lakes and warehouses,Data Engineer,001ABDF5,3.0,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165
Maintain data lakes and warehouses,Data Engineer,001AE6FC,2.75,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886
Maintain data lakes and warehouses,Data Engineer,001F9B47,4.0,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422
Maintain data lakes and warehouses,Data Engineer,002018BB,2.5,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385
Maintain data lakes and warehouses,Data Engineer,0020C6B5,3.0,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698
Maintain data lakes and warehouses,Data Engineer,002201AD,1.75,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974
Maintain data lakes and warehouses,Data Engineer,00270615,2.25,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109
Maintain data lakes and warehouses,Data Engineer,00277DF9,1.75,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,
Maintain data lakes and warehouses,Data Engineer,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397
Maintain data lakes and warehouses,Data Engineer,002DF96D,3.25,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608
Maintain data lakes and warehouses,Data Engineer,002E9001,3.5,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,
Maintain data lakes and warehouses,Data Engineer,002EC9F6,1.5,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768
Maintain data lakes and warehouses,Data Engineer,00302AE1,3.0,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512
Maintain data lakes and warehouses,Data Engineer,00306ABB,3.25,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586
Maintain data lakes and warehouses,Data Engineer,0031857D,3.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258
Maintain data lakes and warehouses,Data Engineer,0037569D,2.75,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614
Maintain data lakes and warehouses,Data Engineer,00392144,2.5,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743
Maintain data lakes and warehouses,Data Engineer,003A7A13,1.75,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424
Maintain data lakes and warehouses,Data Engineer,003B384C,4.0,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496
Maintain data lakes and warehouses,Data Engineer,003C6A0D,2.0,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902
Maintain data lakes and warehouses,Data Engineer,003CFD5B,2.75,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996
Maintain data lakes and warehouses,Data Engineer,003D5583,2.5,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523
Maintain data lakes and warehouses,Data Engineer,0042FA00,1.75,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136
Maintain data lakes and warehouses,Data Engineer,00430780,2.0,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652
Maintain data lakes and warehouses,Data Engineer,00434E84,3.5,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457
Maintain data lakes and warehouses,Data Engineer,00456E77,2.5,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827
Maintain data lakes and warehouses,Data Engineer,0045D05E,2.0,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555
Maintain data lakes and warehouses,Data Engineer,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Maintain data lakes and warehouses,Data Engineer,005139FE,2.25,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476
Maintain data lakes and warehouses,Data Engineer,0052D29A,3.5,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633
Maintain data lakes and warehouses,Data Engineer,00563DC3,3.25,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313
Maintain data lakes and warehouses,Data Engineer,00630639,3.0,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513
Maintain data lakes and warehouses,Data Engineer,0073D075,2.75,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325
Maintain data lakes and warehouses,Data Engineer,0084C542,2.0,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506
